time,latitude,longitude,p_msl
UTC,degrees_north,degrees_east,hPa
2023-03-31T18:00:00Z,-88.5,-148.5,1027.9386901855469
2023-03-31T18:00:00Z,-88.5,-147.5,1028.1136779785156
2023-03-31T18:00:00Z,-88.5,-146.5,1028.2636413574219
2023-03-31T18:00:00Z,-88.5,-145.5,1028.3636474609375
2023-03-31T18:00:00Z,-88.5,-144.5,1028.3636779785156
2023-03-31T18:00:00Z,-88.5,-143.5,1028.263671875
2023-03-31T18:00:00Z,-88.5,-142.5,1028.0636596679688
2023-03-31T18:00:00Z,-88.5,-141.5,1027.7886657714844
2023-03-31T18:00:00Z,-88.5,-140.5,1027.4636535644531
2023-03-31T18:00:00Z,-88.5,-139.5,1027.1386413574219
2023-03-31T18:00:00Z,-88.5,-138.5,1026.8386840820312
2023-03-31T18:00:00Z,-88.5,-137.5,1026.5886840820312
2023-03-31T18:00:00Z,-88.5,-136.5,1026.4136657714844
2023-03-31T18:00:00Z,-88.5,-135.5,1026.3136596679688
2023-03-31T18:00:00Z,-88.5,-134.5,1026.2636413574219
2023-03-31T18:00:00Z,-88.5,-133.5,1026.2386779785156
2023-03-31T18:00:00Z,-88.5,-132.5,1026.2386779785156
2023-03-31T18:00:00Z,-88.5,-131.5,1026.2386779785156
2023-03-31T18:00:00Z,-88.5,-130.5,1026.2387084960938
2023-03-31T18:00:00Z,-88.5,-129.5,1026.2136840820312
2023-03-31T18:00:00Z,-88.5,-128.5,1026.138671875
2023-03-31T18:00:00Z,-88.5,-127.5,1026.0386962890625
2023-03-31T18:00:00Z,-88.5,-126.5,1025.9386901855469
