time,latitude,longitude,sic
UTC,degrees_north,degrees_east,1
2022-09-16T12:00:00Z,66.5,90.5,NaN
2022-09-16T12:00:00Z,66.5,91.5,NaN
2022-09-16T12:00:00Z,66.5,92.5,NaN
2022-09-16T12:00:00Z,66.5,93.5,NaN
2022-09-16T12:00:00Z,66.5,94.5,NaN
2022-09-16T12:00:00Z,66.5,95.5,NaN
2022-09-16T12:00:00Z,66.5,96.5,NaN
2022-09-16T12:00:00Z,66.5,97.5,NaN
2022-09-16T12:00:00Z,66.5,98.5,NaN
2022-09-16T12:00:00Z,66.5,99.5,NaN
2022-09-16T12:00:00Z,66.5,100.5,NaN
2022-09-16T12:00:00Z,66.5,101.5,NaN
2022-09-16T12:00:00Z,66.5,102.5,NaN
2022-09-16T12:00:00Z,66.5,103.5,NaN
2022-09-16T12:00:00Z,66.5,104.5,NaN
2022-09-16T12:00:00Z,66.5,105.5,NaN
2022-09-16T12:00:00Z,66.5,106.5,NaN
2022-09-16T12:00:00Z,66.5,107.5,NaN
2022-09-16T12:00:00Z,66.5,108.5,NaN
2022-09-16T12:00:00Z,66.5,109.5,NaN
2022-09-16T12:00:00Z,66.5,110.5,NaN
2022-09-16T12:00:00Z,66.5,111.5,NaN
2022-09-16T12:00:00Z,66.5,112.5,NaN
2022-09-16T12:00:00Z,66.5,113.5,NaN
2022-09-16T12:00:00Z,66.5,114.5,NaN
2022-09-16T12:00:00Z,66.5,115.5,NaN
2022-09-16T12:00:00Z,66.5,116.5,NaN
2022-09-16T12:00:00Z,66.5,117.5,NaN
2022-09-16T12:00:00Z,66.5,118.5,NaN
2022-09-16T12:00:00Z,66.5,119.5,NaN
2022-09-16T12:00:00Z,66.5,120.5,NaN
2022-09-16T12:00:00Z,66.5,121.5,NaN
2022-09-16T12:00:00Z,66.5,122.5,NaN
2022-09-16T12:00:00Z,66.5,123.5,NaN
2022-09-16T12:00:00Z,66.5,124.5,NaN
2022-09-16T12:00:00Z,66.5,125.5,NaN
2022-09-16T12:00:00Z,66.5,126.5,NaN
2022-09-16T12:00:00Z,66.5,127.5,NaN
2022-09-16T12:00:00Z,66.5,128.5,NaN
2022-09-16T12:00:00Z,66.5,129.5,NaN
2022-09-16T12:00:00Z,66.5,130.5,NaN
2022-09-16T12:00:00Z,66.5,131.5,NaN
2022-09-16T12:00:00Z,66.5,132.5,NaN
2022-09-16T12:00:00Z,66.5,133.5,NaN
2022-09-16T12:00:00Z,66.5,134.5,NaN
2022-09-16T12:00:00Z,66.5,135.5,NaN
2022-09-16T12:00:00Z,66.5,136.5,NaN
2022-09-16T12:00:00Z,66.5,137.5,NaN
2022-09-16T12:00:00Z,66.5,138.5,NaN
2022-09-16T12:00:00Z,66.5,139.5,NaN
2022-09-16T12:00:00Z,66.5,140.5,NaN
2022-09-16T12:00:00Z,66.5,141.5,NaN
2022-09-16T12:00:00Z,66.5,142.5,NaN
2022-09-16T12:00:00Z,66.5,143.5,NaN
2022-09-16T12:00:00Z,66.5,144.5,NaN
2022-09-16T12:00:00Z,66.5,145.5,NaN
2022-09-16T12:00:00Z,66.5,146.5,NaN
2022-09-16T12:00:00Z,66.5,147.5,NaN
2022-09-16T12:00:00Z,66.5,148.5,NaN
2022-09-16T12:00:00Z,66.5,149.5,NaN
2022-09-16T12:00:00Z,66.5,150.5,NaN
2022-09-16T12:00:00Z,66.5,151.5,NaN
2022-09-16T12:00:00Z,66.5,152.5,NaN
2022-09-16T12:00:00Z,66.5,153.5,NaN
2022-09-16T12:00:00Z,66.5,154.5,NaN
2022-09-16T12:00:00Z,66.5,155.5,NaN
2022-09-16T12:00:00Z,66.5,156.5,NaN
2022-09-16T12:00:00Z,66.5,157.5,NaN
2022-09-16T12:00:00Z,66.5,158.5,NaN
2022-09-16T12:00:00Z,66.5,159.5,NaN
2022-09-16T12:00:00Z,66.5,160.5,NaN
2022-09-16T12:00:00Z,66.5,161.5,NaN
2022-09-16T12:00:00Z,66.5,162.5,NaN
2022-09-16T12:00:00Z,66.5,163.5,NaN
2022-09-16T12:00:00Z,66.5,164.5,NaN
2022-09-16T12:00:00Z,66.5,165.5,NaN
2022-09-16T12:00:00Z,66.5,166.5,NaN
2022-09-16T12:00:00Z,66.5,167.5,NaN
2022-09-16T12:00:00Z,66.5,168.5,NaN
2022-09-16T12:00:00Z,66.5,169.5,NaN
2022-09-16T12:00:00Z,66.5,170.5,NaN
2022-09-16T12:00:00Z,66.5,171.5,NaN
2022-09-16T12:00:00Z,66.5,172.5,NaN
2022-09-16T12:00:00Z,66.5,173.5,NaN
2022-09-16T12:00:00Z,66.5,174.5,NaN
2022-09-16T12:00:00Z,66.5,175.5,NaN
2022-09-16T12:00:00Z,66.5,176.5,NaN
2022-09-16T12:00:00Z,66.5,177.5,NaN
2022-09-16T12:00:00Z,66.5,178.5,NaN
2022-09-16T12:00:00Z,66.5,179.5,NaN
2022-09-16T12:00:00Z,66.5,180.5,NaN
2022-09-16T12:00:00Z,66.5,181.5,NaN
2022-09-16T12:00:00Z,66.5,182.5,NaN
2022-09-16T12:00:00Z,66.5,183.5,NaN
2022-09-16T12:00:00Z,66.5,184.5,NaN
2022-09-16T12:00:00Z,66.5,185.5,NaN
2022-09-16T12:00:00Z,66.5,186.5,NaN
2022-09-16T12:00:00Z,66.5,187.5,NaN
2022-09-16T12:00:00Z,66.5,188.5,NaN
2022-09-16T12:00:00Z,66.5,189.5,0.0
2022-09-16T12:00:00Z,66.5,190.5,0.0
2022-09-16T12:00:00Z,66.5,191.5,0.0
2022-09-16T12:00:00Z,66.5,192.5,0.0
2022-09-16T12:00:00Z,66.5,193.5,0.0
2022-09-16T12:00:00Z,66.5,194.5,0.0
2022-09-16T12:00:00Z,66.5,195.5,0.0
2022-09-16T12:00:00Z,66.5,196.5,0.0
2022-09-16T12:00:00Z,66.5,197.5,0.0
2022-09-16T12:00:00Z,66.5,198.5,NaN
2022-09-16T12:00:00Z,66.5,199.5,NaN
2022-09-16T12:00:00Z,66.5,200.5,NaN
2022-09-16T12:00:00Z,66.5,201.5,NaN
2022-09-16T12:00:00Z,66.5,202.5,NaN
2022-09-16T12:00:00Z,66.5,203.5,NaN
2022-09-16T12:00:00Z,66.5,204.5,NaN
2022-09-16T12:00:00Z,66.5,205.5,NaN
2022-09-16T12:00:00Z,66.5,206.5,NaN
2022-09-16T12:00:00Z,66.5,207.5,NaN
2022-09-16T12:00:00Z,66.5,208.5,NaN
2022-09-16T12:00:00Z,66.5,209.5,NaN
2022-09-16T12:00:00Z,66.5,210.5,NaN
2022-09-16T12:00:00Z,66.5,211.5,NaN
2022-09-16T12:00:00Z,66.5,212.5,NaN
2022-09-16T12:00:00Z,66.5,213.5,NaN
2022-09-16T12:00:00Z,66.5,214.5,NaN
2022-09-16T12:00:00Z,66.5,215.5,NaN
2022-09-16T12:00:00Z,66.5,216.5,NaN
2022-09-16T12:00:00Z,66.5,217.5,NaN
2022-09-16T12:00:00Z,66.5,218.5,NaN
2022-09-16T12:00:00Z,66.5,219.5,NaN
2022-09-16T12:00:00Z,66.5,220.5,NaN
2022-09-16T12:00:00Z,66.5,221.5,NaN
2022-09-16T12:00:00Z,66.5,222.5,NaN
2022-09-16T12:00:00Z,66.5,223.5,NaN
2022-09-16T12:00:00Z,66.5,224.5,NaN
2022-09-16T12:00:00Z,66.5,225.5,NaN
2022-09-16T12:00:00Z,66.5,226.5,NaN
2022-09-16T12:00:00Z,66.5,227.5,NaN
2022-09-16T12:00:00Z,66.5,228.5,NaN
2022-09-16T12:00:00Z,66.5,229.5,NaN
2022-09-16T12:00:00Z,66.5,230.5,NaN
2022-09-16T12:00:00Z,66.5,231.5,NaN
2022-09-16T12:00:00Z,66.5,232.5,NaN
2022-09-16T12:00:00Z,66.5,233.5,NaN
2022-09-16T12:00:00Z,66.5,234.5,NaN
2022-09-16T12:00:00Z,66.5,235.5,NaN
2022-09-16T12:00:00Z,66.5,236.5,NaN
2022-09-16T12:00:00Z,66.5,237.5,NaN
2022-09-16T12:00:00Z,66.5,238.5,NaN
2022-09-16T12:00:00Z,66.5,239.5,NaN
2022-09-16T12:00:00Z,66.5,240.5,NaN
2022-09-16T12:00:00Z,66.5,241.5,NaN
2022-09-16T12:00:00Z,66.5,242.5,NaN
2022-09-16T12:00:00Z,66.5,243.5,NaN
2022-09-16T12:00:00Z,66.5,244.5,NaN
2022-09-16T12:00:00Z,66.5,245.5,NaN
2022-09-16T12:00:00Z,66.5,246.5,NaN
2022-09-16T12:00:00Z,66.5,247.5,NaN
2022-09-16T12:00:00Z,66.5,248.5,NaN
2022-09-16T12:00:00Z,66.5,249.5,NaN
2022-09-16T12:00:00Z,66.5,250.5,NaN
2022-09-16T12:00:00Z,66.5,251.5,NaN
2022-09-16T12:00:00Z,66.5,252.5,NaN
2022-09-16T12:00:00Z,66.5,253.5,NaN
2022-09-16T12:00:00Z,66.5,254.5,NaN
2022-09-16T12:00:00Z,66.5,255.5,NaN
2022-09-16T12:00:00Z,66.5,256.5,NaN
2022-09-16T12:00:00Z,66.5,257.5,NaN
2022-09-16T12:00:00Z,66.5,258.5,NaN
2022-09-16T12:00:00Z,66.5,259.5,NaN
2022-09-16T12:00:00Z,66.5,260.5,NaN
2022-09-16T12:00:00Z,66.5,261.5,NaN
2022-09-16T12:00:00Z,66.5,262.5,NaN
2022-09-16T12:00:00Z,66.5,263.5,NaN
2022-09-16T12:00:00Z,66.5,264.5,NaN
2022-09-16T12:00:00Z,66.5,265.5,NaN
2022-09-16T12:00:00Z,66.5,266.5,NaN
2022-09-16T12:00:00Z,66.5,267.5,NaN
2022-09-16T12:00:00Z,66.5,268.5,NaN
2022-09-16T12:00:00Z,66.5,269.5,NaN
2022-09-16T12:00:00Z,66.5,270.5,NaN
2022-09-16T12:00:00Z,66.5,271.5,NaN
2022-09-16T12:00:00Z,66.5,272.5,NaN
2022-09-16T12:00:00Z,66.5,273.5,NaN
2022-09-16T12:00:00Z,66.5,274.5,NaN
2022-09-16T12:00:00Z,66.5,275.5,NaN
2022-09-16T12:00:00Z,66.5,276.5,NaN
2022-09-16T12:00:00Z,66.5,277.5,0.0
2022-09-16T12:00:00Z,66.5,278.5,0.0
2022-09-16T12:00:00Z,66.5,279.5,0.0
2022-09-16T12:00:00Z,66.5,280.5,0.0
2022-09-16T12:00:00Z,66.5,281.5,0.0
2022-09-16T12:00:00Z,66.5,282.5,0.0
2022-09-16T12:00:00Z,66.5,283.5,0.0
2022-09-16T12:00:00Z,66.5,284.5,0.0
2022-09-16T12:00:00Z,66.5,285.5,0.0
2022-09-16T12:00:00Z,66.5,286.5,NaN
2022-09-16T12:00:00Z,66.5,287.5,NaN
2022-09-16T12:00:00Z,66.5,288.5,NaN
2022-09-16T12:00:00Z,66.5,289.5,NaN
2022-09-16T12:00:00Z,66.5,290.5,NaN
2022-09-16T12:00:00Z,66.5,291.5,NaN
2022-09-16T12:00:00Z,66.5,292.5,NaN
2022-09-16T12:00:00Z,66.5,293.5,NaN
2022-09-16T12:00:00Z,66.5,294.5,NaN
2022-09-16T12:00:00Z,66.5,295.5,NaN
2022-09-16T12:00:00Z,66.5,296.5,NaN
2022-09-16T12:00:00Z,66.5,297.5,NaN
2022-09-16T12:00:00Z,66.5,298.5,0.0
2022-09-16T12:00:00Z,66.5,299.5,0.0
2022-09-16T12:00:00Z,66.5,300.5,0.0
2022-09-16T12:00:00Z,66.5,301.5,0.0
2022-09-16T12:00:00Z,66.5,302.5,0.0
2022-09-16T12:00:00Z,66.5,303.5,0.0
2022-09-16T12:00:00Z,66.5,304.5,0.0
2022-09-16T12:00:00Z,66.5,305.5,0.0
2022-09-16T12:00:00Z,66.5,306.5,0.0
2022-09-16T12:00:00Z,66.5,307.5,NaN
2022-09-16T12:00:00Z,66.5,308.5,NaN
2022-09-16T12:00:00Z,66.5,309.5,NaN
2022-09-16T12:00:00Z,66.5,310.5,NaN
2022-09-16T12:00:00Z,66.5,311.5,NaN
2022-09-16T12:00:00Z,66.5,312.5,NaN
2022-09-16T12:00:00Z,66.5,313.5,NaN
2022-09-16T12:00:00Z,66.5,314.5,NaN
2022-09-16T12:00:00Z,66.5,315.5,NaN
2022-09-16T12:00:00Z,66.5,316.5,NaN
2022-09-16T12:00:00Z,66.5,317.5,NaN
2022-09-16T12:00:00Z,66.5,318.5,NaN
2022-09-16T12:00:00Z,66.5,319.5,NaN
2022-09-16T12:00:00Z,66.5,320.5,NaN
2022-09-16T12:00:00Z,66.5,321.5,NaN
2022-09-16T12:00:00Z,66.5,322.5,NaN
2022-09-16T12:00:00Z,66.5,323.5,NaN
2022-09-16T12:00:00Z,66.5,324.5,NaN
2022-09-16T12:00:00Z,66.5,325.5,0.0
2022-09-16T12:00:00Z,66.5,326.5,0.0
2022-09-16T12:00:00Z,66.5,327.5,0.0
2022-09-16T12:00:00Z,66.5,328.5,0.0
2022-09-16T12:00:00Z,66.5,329.5,0.0
2022-09-16T12:00:00Z,66.5,330.5,0.0
2022-09-16T12:00:00Z,66.5,331.5,0.0
2022-09-16T12:00:00Z,66.5,332.5,0.0
2022-09-16T12:00:00Z,66.5,333.5,0.0
2022-09-16T12:00:00Z,66.5,334.5,0.0
2022-09-16T12:00:00Z,66.5,335.5,0.0
2022-09-16T12:00:00Z,66.5,336.5,0.0
2022-09-16T12:00:00Z,66.5,337.5,0.0
2022-09-16T12:00:00Z,66.5,338.5,0.0
2022-09-16T12:00:00Z,66.5,339.5,0.0
2022-09-16T12:00:00Z,66.5,340.5,0.0
2022-09-16T12:00:00Z,66.5,341.5,0.0
2022-09-16T12:00:00Z,66.5,342.5,0.0
2022-09-16T12:00:00Z,66.5,343.5,0.0
2022-09-16T12:00:00Z,66.5,344.5,0.0
2022-09-16T12:00:00Z,66.5,345.5,0.0
2022-09-16T12:00:00Z,66.5,346.5,0.0
2022-09-16T12:00:00Z,66.5,347.5,0.0
2022-09-16T12:00:00Z,66.5,348.5,0.0
2022-09-16T12:00:00Z,66.5,349.5,0.0
2022-09-16T12:00:00Z,66.5,350.5,0.0
2022-09-16T12:00:00Z,66.5,351.5,0.0
2022-09-16T12:00:00Z,66.5,352.5,0.0
2022-09-16T12:00:00Z,66.5,353.5,0.0
2022-09-16T12:00:00Z,66.5,354.5,0.0
2022-09-16T12:00:00Z,66.5,355.5,0.0
2022-09-16T12:00:00Z,66.5,356.5,0.0
2022-09-16T12:00:00Z,66.5,357.5,0.0
2022-09-16T12:00:00Z,66.5,358.5,0.0
2022-09-16T12:00:00Z,66.5,359.5,0.0
2022-09-16T12:00:00Z,65.5,0.5,0.0
2022-09-16T12:00:00Z,65.5,1.5,0.0
2022-09-16T12:00:00Z,65.5,2.5,0.0
2022-09-16T12:00:00Z,65.5,3.5,0.0
2022-09-16T12:00:00Z,65.5,4.5,0.0
2022-09-16T12:00:00Z,65.5,5.5,0.0
2022-09-16T12:00:00Z,65.5,6.5,0.0
2022-09-16T12:00:00Z,65.5,7.5,0.0
2022-09-16T12:00:00Z,65.5,8.5,0.0
2022-09-16T12:00:00Z,65.5,9.5,0.0
2022-09-16T12:00:00Z,65.5,10.5,0.0
2022-09-16T12:00:00Z,65.5,11.5,0.0
2022-09-16T12:00:00Z,65.5,12.5,NaN
2022-09-16T12:00:00Z,65.5,13.5,NaN
2022-09-16T12:00:00Z,65.5,14.5,NaN
2022-09-16T12:00:00Z,65.5,15.5,NaN
2022-09-16T12:00:00Z,65.5,16.5,NaN
2022-09-16T12:00:00Z,65.5,17.5,NaN
2022-09-16T12:00:00Z,65.5,18.5,NaN
2022-09-16T12:00:00Z,65.5,19.5,NaN
2022-09-16T12:00:00Z,65.5,20.5,NaN
2022-09-16T12:00:00Z,65.5,21.5,NaN
2022-09-16T12:00:00Z,65.5,22.5,0.0
2022-09-16T12:00:00Z,65.5,23.5,0.0
2022-09-16T12:00:00Z,65.5,24.5,0.0
2022-09-16T12:00:00Z,65.5,25.5,NaN
2022-09-16T12:00:00Z,65.5,26.5,NaN
2022-09-16T12:00:00Z,65.5,27.5,NaN
2022-09-16T12:00:00Z,65.5,28.5,NaN
2022-09-16T12:00:00Z,65.5,29.5,NaN
2022-09-16T12:00:00Z,65.5,30.5,NaN
2022-09-16T12:00:00Z,65.5,31.5,NaN
2022-09-16T12:00:00Z,65.5,32.5,NaN
2022-09-16T12:00:00Z,65.5,33.5,NaN
2022-09-16T12:00:00Z,65.5,34.5,NaN
2022-09-16T12:00:00Z,65.5,35.5,0.0
2022-09-16T12:00:00Z,65.5,36.5,0.0
2022-09-16T12:00:00Z,65.5,37.5,0.0
2022-09-16T12:00:00Z,65.5,38.5,0.0
2022-09-16T12:00:00Z,65.5,39.5,0.0
2022-09-16T12:00:00Z,65.5,40.5,NaN
2022-09-16T12:00:00Z,65.5,41.5,NaN
2022-09-16T12:00:00Z,65.5,42.5,NaN
2022-09-16T12:00:00Z,65.5,43.5,NaN
2022-09-16T12:00:00Z,65.5,44.5,NaN
2022-09-16T12:00:00Z,65.5,45.5,NaN
2022-09-16T12:00:00Z,65.5,46.5,NaN
2022-09-16T12:00:00Z,65.5,47.5,NaN
2022-09-16T12:00:00Z,65.5,48.5,NaN
2022-09-16T12:00:00Z,65.5,49.5,NaN
2022-09-16T12:00:00Z,65.5,50.5,NaN
2022-09-16T12:00:00Z,65.5,51.5,NaN
2022-09-16T12:00:00Z,65.5,52.5,NaN
2022-09-16T12:00:00Z,65.5,53.5,NaN
2022-09-16T12:00:00Z,65.5,54.5,NaN
2022-09-16T12:00:00Z,65.5,55.5,NaN
2022-09-16T12:00:00Z,65.5,56.5,NaN
2022-09-16T12:00:00Z,65.5,57.5,NaN
2022-09-16T12:00:00Z,65.5,58.5,NaN
2022-09-16T12:00:00Z,65.5,59.5,NaN
2022-09-16T12:00:00Z,65.5,60.5,NaN
2022-09-16T12:00:00Z,65.5,61.5,NaN
2022-09-16T12:00:00Z,65.5,62.5,NaN
2022-09-16T12:00:00Z,65.5,63.5,NaN
2022-09-16T12:00:00Z,65.5,64.5,NaN
2022-09-16T12:00:00Z,65.5,65.5,NaN
2022-09-16T12:00:00Z,65.5,66.5,NaN
2022-09-16T12:00:00Z,65.5,67.5,NaN
2022-09-16T12:00:00Z,65.5,68.5,NaN
2022-09-16T12:00:00Z,65.5,69.5,NaN
2022-09-16T12:00:00Z,65.5,70.5,NaN
2022-09-16T12:00:00Z,65.5,71.5,NaN
2022-09-16T12:00:00Z,65.5,72.5,NaN
2022-09-16T12:00:00Z,65.5,73.5,NaN
2022-09-16T12:00:00Z,65.5,74.5,NaN
2022-09-16T12:00:00Z,65.5,75.5,NaN
2022-09-16T12:00:00Z,65.5,76.5,NaN
2022-09-16T12:00:00Z,65.5,77.5,NaN
2022-09-16T12:00:00Z,65.5,78.5,NaN
2022-09-16T12:00:00Z,65.5,79.5,NaN
2022-09-16T12:00:00Z,65.5,80.5,NaN
2022-09-16T12:00:00Z,65.5,81.5,NaN
2022-09-16T12:00:00Z,65.5,82.5,NaN
2022-09-16T12:00:00Z,65.5,83.5,NaN
2022-09-16T12:00:00Z,65.5,84.5,NaN
2022-09-16T12:00:00Z,65.5,85.5,NaN
2022-09-16T12:00:00Z,65.5,86.5,NaN
2022-09-16T12:00:00Z,65.5,87.5,NaN
2022-09-16T12:00:00Z,65.5,88.5,NaN
2022-09-16T12:00:00Z,65.5,89.5,NaN
2022-09-16T12:00:00Z,65.5,90.5,NaN
2022-09-16T12:00:00Z,65.5,91.5,NaN
2022-09-16T12:00:00Z,65.5,92.5,NaN
2022-09-16T12:00:00Z,65.5,93.5,NaN
2022-09-16T12:00:00Z,65.5,94.5,NaN
2022-09-16T12:00:00Z,65.5,95.5,NaN
2022-09-16T12:00:00Z,65.5,96.5,NaN
2022-09-16T12:00:00Z,65.5,97.5,NaN
2022-09-16T12:00:00Z,65.5,98.5,NaN
2022-09-16T12:00:00Z,65.5,99.5,NaN
2022-09-16T12:00:00Z,65.5,100.5,NaN
2022-09-16T12:00:00Z,65.5,101.5,NaN
2022-09-16T12:00:00Z,65.5,102.5,NaN
2022-09-16T12:00:00Z,65.5,103.5,NaN
2022-09-16T12:00:00Z,65.5,104.5,NaN
2022-09-16T12:00:00Z,65.5,105.5,NaN
2022-09-16T12:00:00Z,65.5,106.5,NaN
2022-09-16T12:00:00Z,65.5,107.5,NaN
2022-09-16T12:00:00Z,65.5,108.5,NaN
2022-09-16T12:00:00Z,65.5,109.5,NaN
2022-09-16T12:00:00Z,65.5,110.5,NaN
2022-09-16T12:00:00Z,65.5,111.5,NaN
2022-09-16T12:00:00Z,65.5,112.5,NaN
2022-09-16T12:00:00Z,65.5,113.5,NaN
2022-09-16T12:00:00Z,65.5,114.5,NaN
2022-09-16T12:00:00Z,65.5,115.5,NaN
2022-09-16T12:00:00Z,65.5,116.5,NaN
2022-09-16T12:00:00Z,65.5,117.5,NaN
2022-09-16T12:00:00Z,65.5,118.5,NaN
2022-09-16T12:00:00Z,65.5,119.5,NaN
2022-09-16T12:00:00Z,65.5,120.5,NaN
2022-09-16T12:00:00Z,65.5,121.5,NaN
2022-09-16T12:00:00Z,65.5,122.5,NaN
2022-09-16T12:00:00Z,65.5,123.5,NaN
2022-09-16T12:00:00Z,65.5,124.5,NaN
2022-09-16T12:00:00Z,65.5,125.5,NaN
2022-09-16T12:00:00Z,65.5,126.5,NaN
2022-09-16T12:00:00Z,65.5,127.5,NaN
2022-09-16T12:00:00Z,65.5,128.5,NaN
2022-09-16T12:00:00Z,65.5,129.5,NaN
2022-09-16T12:00:00Z,65.5,130.5,NaN
2022-09-16T12:00:00Z,65.5,131.5,NaN
2022-09-16T12:00:00Z,65.5,132.5,NaN
2022-09-16T12:00:00Z,65.5,133.5,NaN
2022-09-16T12:00:00Z,65.5,134.5,NaN
2022-09-16T12:00:00Z,65.5,135.5,NaN
2022-09-16T12:00:00Z,65.5,136.5,NaN
2022-09-16T12:00:00Z,65.5,137.5,NaN
2022-09-16T12:00:00Z,65.5,138.5,NaN
2022-09-16T12:00:00Z,65.5,139.5,NaN
2022-09-16T12:00:00Z,65.5,140.5,NaN
2022-09-16T12:00:00Z,65.5,141.5,NaN
2022-09-16T12:00:00Z,65.5,142.5,NaN
2022-09-16T12:00:00Z,65.5,143.5,NaN
2022-09-16T12:00:00Z,65.5,144.5,NaN
2022-09-16T12:00:00Z,65.5,145.5,NaN
2022-09-16T12:00:00Z,65.5,146.5,NaN
2022-09-16T12:00:00Z,65.5,147.5,NaN
2022-09-16T12:00:00Z,65.5,148.5,NaN
2022-09-16T12:00:00Z,65.5,149.5,NaN
2022-09-16T12:00:00Z,65.5,150.5,NaN
2022-09-16T12:00:00Z,65.5,151.5,NaN
2022-09-16T12:00:00Z,65.5,152.5,NaN
2022-09-16T12:00:00Z,65.5,153.5,NaN
2022-09-16T12:00:00Z,65.5,154.5,NaN
2022-09-16T12:00:00Z,65.5,155.5,NaN
2022-09-16T12:00:00Z,65.5,156.5,NaN
2022-09-16T12:00:00Z,65.5,157.5,NaN
2022-09-16T12:00:00Z,65.5,158.5,NaN
2022-09-16T12:00:00Z,65.5,159.5,NaN
2022-09-16T12:00:00Z,65.5,160.5,NaN
2022-09-16T12:00:00Z,65.5,161.5,NaN
2022-09-16T12:00:00Z,65.5,162.5,NaN
2022-09-16T12:00:00Z,65.5,163.5,NaN
2022-09-16T12:00:00Z,65.5,164.5,NaN
2022-09-16T12:00:00Z,65.5,165.5,NaN
2022-09-16T12:00:00Z,65.5,166.5,NaN
2022-09-16T12:00:00Z,65.5,167.5,NaN
2022-09-16T12:00:00Z,65.5,168.5,NaN
2022-09-16T12:00:00Z,65.5,169.5,NaN
2022-09-16T12:00:00Z,65.5,170.5,NaN
2022-09-16T12:00:00Z,65.5,171.5,NaN
2022-09-16T12:00:00Z,65.5,172.5,NaN
2022-09-16T12:00:00Z,65.5,173.5,NaN
2022-09-16T12:00:00Z,65.5,174.5,NaN
2022-09-16T12:00:00Z,65.5,175.5,NaN
2022-09-16T12:00:00Z,65.5,176.5,NaN
2022-09-16T12:00:00Z,65.5,177.5,NaN
2022-09-16T12:00:00Z,65.5,178.5,NaN
2022-09-16T12:00:00Z,65.5,179.5,NaN
2022-09-16T12:00:00Z,65.5,180.5,0.0
2022-09-16T12:00:00Z,65.5,181.5,0.0
2022-09-16T12:00:00Z,65.5,182.5,0.0
2022-09-16T12:00:00Z,65.5,183.5,NaN
2022-09-16T12:00:00Z,65.5,184.5,NaN
2022-09-16T12:00:00Z,65.5,185.5,NaN
2022-09-16T12:00:00Z,65.5,186.5,NaN
2022-09-16T12:00:00Z,65.5,187.5,NaN
2022-09-16T12:00:00Z,65.5,188.5,0.0
2022-09-16T12:00:00Z,65.5,189.5,0.0
2022-09-16T12:00:00Z,65.5,190.5,0.0
2022-09-16T12:00:00Z,65.5,191.5,0.0
2022-09-16T12:00:00Z,65.5,192.5,0.0
2022-09-16T12:00:00Z,65.5,193.5,NaN
2022-09-16T12:00:00Z,65.5,194.5,NaN
2022-09-16T12:00:00Z,65.5,195.5,NaN
2022-09-16T12:00:00Z,65.5,196.5,NaN
2022-09-16T12:00:00Z,65.5,197.5,NaN
2022-09-16T12:00:00Z,65.5,198.5,NaN
2022-09-16T12:00:00Z,65.5,199.5,NaN
2022-09-16T12:00:00Z,65.5,200.5,NaN
2022-09-16T12:00:00Z,65.5,201.5,NaN
2022-09-16T12:00:00Z,65.5,202.5,NaN
2022-09-16T12:00:00Z,65.5,203.5,NaN
2022-09-16T12:00:00Z,65.5,204.5,NaN
2022-09-16T12:00:00Z,65.5,205.5,NaN
2022-09-16T12:00:00Z,65.5,206.5,NaN
2022-09-16T12:00:00Z,65.5,207.5,NaN
2022-09-16T12:00:00Z,65.5,208.5,NaN
2022-09-16T12:00:00Z,65.5,209.5,NaN
2022-09-16T12:00:00Z,65.5,210.5,NaN
2022-09-16T12:00:00Z,65.5,211.5,NaN
2022-09-16T12:00:00Z,65.5,212.5,NaN
2022-09-16T12:00:00Z,65.5,213.5,NaN
2022-09-16T12:00:00Z,65.5,214.5,NaN
2022-09-16T12:00:00Z,65.5,215.5,NaN
2022-09-16T12:00:00Z,65.5,216.5,NaN
2022-09-16T12:00:00Z,65.5,217.5,NaN
2022-09-16T12:00:00Z,65.5,218.5,NaN
2022-09-16T12:00:00Z,65.5,219.5,NaN
2022-09-16T12:00:00Z,65.5,220.5,NaN
2022-09-16T12:00:00Z,65.5,221.5,NaN
2022-09-16T12:00:00Z,65.5,222.5,NaN
2022-09-16T12:00:00Z,65.5,223.5,NaN
2022-09-16T12:00:00Z,65.5,224.5,NaN
2022-09-16T12:00:00Z,65.5,225.5,NaN
2022-09-16T12:00:00Z,65.5,226.5,NaN
2022-09-16T12:00:00Z,65.5,227.5,NaN
2022-09-16T12:00:00Z,65.5,228.5,NaN
2022-09-16T12:00:00Z,65.5,229.5,NaN
2022-09-16T12:00:00Z,65.5,230.5,NaN
2022-09-16T12:00:00Z,65.5,231.5,NaN
2022-09-16T12:00:00Z,65.5,232.5,NaN
2022-09-16T12:00:00Z,65.5,233.5,NaN
2022-09-16T12:00:00Z,65.5,234.5,NaN
2022-09-16T12:00:00Z,65.5,235.5,NaN
2022-09-16T12:00:00Z,65.5,236.5,NaN
2022-09-16T12:00:00Z,65.5,237.5,NaN
2022-09-16T12:00:00Z,65.5,238.5,NaN
2022-09-16T12:00:00Z,65.5,239.5,NaN
2022-09-16T12:00:00Z,65.5,240.5,NaN
2022-09-16T12:00:00Z,65.5,241.5,NaN
2022-09-16T12:00:00Z,65.5,242.5,NaN
2022-09-16T12:00:00Z,65.5,243.5,NaN
2022-09-16T12:00:00Z,65.5,244.5,NaN
2022-09-16T12:00:00Z,65.5,245.5,NaN
2022-09-16T12:00:00Z,65.5,246.5,NaN
